Order Date,Customer ID,Segment,Region,Category,Sub-Category,Sales,Quantity,Profit,Month,Profit Margin
,JM-15865,Consumer,East,Technology,Phones,4548.81,7,1228.1787,,0.26999999999999996
2016-09-10,KT-16480,Consumer,Central,Furniture,Tables,300.93,5,-34.392,2016-09,-0.1142857142857143
2016-09-10,KT-16480,Consumer,Central,Technology,Phones,719.96,5,53.997,2016-09,0.075
,SC-20575,Consumer,Central,Furniture,Chairs,647.84,8,32.392,,0.05
,BS-11800,Home Office,West,Office Supplies,Storage,64.17,3,18.6093,,0.29000000000000004
,BS-11800,Home Office,West,Office Supplies,Envelopes,124.46,2,58.4962,,0.47000000000000003
,BT-11395,Corporate,West,Office Supplies,Binders,9.584,1,3.3544,,0.35000000000000003
,DC-12850,Consumer,South,Office Supplies,Envelopes,37.608,3,12.6927,,0.3375
,LS-17200,Corporate,Central,Office Supplies,Paper,12.224,2,4.4312,,0.36249999999999993
,LS-17200,Corporate,Central,Office Supplies,Binders,2.304,4,-3.5712,,-1.5500000000000003
,LS-17200,Corporate,Central,Office Supplies,Binders,9.36,4,-16.38,,-1.75
,RR-19315,Consumer,West,Office Supplies,Labels,7.38,2,3.4686,,0.47
,KL-16645,Consumer,West,Office Supplies,Storage,53.72,4,15.0416,,0.28
,KL-16645,Consumer,West,Office Supplies,Supplies,8187.65,5,327.506,,0.04
,KL-16645,Consumer,West,Furniture,Furnishings,77.92,8,34.2848,,0.43999999999999995
2015-07-02,RB-19435,Consumer,Central,Office Supplies,Appliances,32.784,4,-85.2384,2015-07,-2.6
2017-03-02,MY-17380,Corporate,West,Technology,Phones,196.776,3,14.7582,2017-03,0.075
2017-03-02,MY-17380,Corporate,West,Technology,Accessories,479.94,6,52.7934,2017-03,0.11
,AW-10930,Home Office,Central,Office Supplies,Storage,1117.92,4,55.896,,0.049999999999999996
,KW-16570,Consumer,South,Technology,Accessories,106.5,6,41.535,,0.38999999999999996
2017-12-02,DB-12910,Home Office,South,Office Supplies,Binders,45.66,5,-33.484,2017-12,-0.7333333333333334
2016-11-11,BB-11545,Corporate,Central,Technology,Accessories,95.968,4,1.1996,2016-11,0.012499999999999999
2016-11-11,BB-11545,Corporate,Central,Furniture,Chairs,47.992,2,-2.0568,2016-11,-0.04285714285714286
2014-09-05,NP-18700,Consumer,East,Office Supplies,Storage,264.32,2,19.824,2014-09,0.07500000000000001
,PB-19105,Consumer,Central,Office Supplies,Envelopes,604.656,9,204.0714,,0.3375
2017-05-02,DW-13585,Corporate,East,Furniture,Furnishings,129.93,3,12.993,2017-05,0.09999999999999999
,CD-12790,Home Office,Central,Office Supplies,Labels,20.16,7,9.8784,,0.48999999999999994
,CD-12790,Home Office,Central,Office Supplies,Labels,29.46,6,14.4354,,0.49
,CD-12790,Home Office,Central,Office Supplies,Appliances,868.59,3,251.8911,,0.29
,CD-12790,Home Office,Central,Office Supplies,Paper,12.96,2,6.2208,,0.4799999999999999
,CD-12790,Home Office,Central,Technology,Phones,5.5,1,1.375,,0.25
,CD-12790,Home Office,Central,Office Supplies,Binders,121.6,4,55.936,,0.46
2015-04-06,TT-21220,Consumer,Central,Office Supplies,Art,42.048,9,5.256,2015-04,0.125
2015-04-06,TT-21220,Consumer,Central,Technology,Accessories,25.488,2,4.4604,2015-04,0.175
2015-04-06,TT-21220,Consumer,Central,Office Supplies,Binders,6.9,3,-12.075,2015-04,-1.7499999999999998
2015-04-06,TT-21220,Consumer,Central,Office Supplies,Binders,9.648,6,-16.884,2015-04,-1.75
2015-04-06,TT-21220,Consumer,Central,Office Supplies,Paper,7.968,2,2.8884,2015-04,0.3625
,DB-12910,Home Office,South,Office Supplies,Paper,10.368,2,3.6288,,0.35
,DJ-13510,Corporate,South,Office Supplies,Paper,114.2,5,52.532,,0.45999999999999996
,DJ-13510,Corporate,South,Office Supplies,Binders,17.96,4,8.2616,,0.45999999999999996
,DJ-13510,Corporate,South,Office Supplies,Fasteners,12.67,7,4.5612,,0.36000000000000004
,DJ-13510,Corporate,South,Technology,Accessories,339.96,4,122.3856,,0.36
,DL-13495,Corporate,East,Office Supplies,Storage,1801.632,6,-337.806,,-0.18749999999999997
2015-09-06,LO-17170,Corporate,West,Technology,Accessories,46.32,4,18.0648,2015-09,0.39
,SV-20365,Consumer,East,Furniture,Chairs,181.986,2,-54.5958,,-0.3
,SV-20365,Consumer,East,Technology,Phones,431.976,4,-100.7944,,-0.23333333333333334
,SV-20365,Consumer,East,Technology,Phones,155.37,1,-36.253,,-0.23333333333333334
,EM-13810,Corporate,West,Furniture,Chairs,1348.704,6,-219.1644,,-0.1625
,EM-13810,Corporate,West,Furniture,Chairs,700.152,3,78.7671,,0.11249999999999999
,KD-16615,Corporate,West,Furniture,Furnishings,111.888,7,22.3776,,0.2
,NB-18580,Corporate,East,Office Supplies,Appliances,143.952,3,14.3952,,0.1
2016-09-08,AP-10720,Home Office,East,Furniture,Bookcases,173.94,3,13.9152,2016-09,0.08
2016-09-08,AP-10720,Home Office,East,Office Supplies,Labels,14.76,4,6.9372,2016-09,0.47
,JE-15745,Consumer,West,Office Supplies,Storage,205.92,4,2.0592,,0.010000000000000002
,JE-15745,Consumer,West,Furniture,Bookcases,102.833,1,-6.049,,-0.05882352941176471
,JM-15865,Consumer,West,Office Supplies,Art,2.304,1,0.2592,,0.1125
,JM-15865,Consumer,West,Technology,Phones,1879.96,5,211.4955,,0.11249999999999999
,JM-15865,Consumer,West,Office Supplies,Paper,313.024,8,105.6456,,0.3375
,JM-15865,Consumer,West,Office Supplies,Labels,5.04,2,1.764,,0.35
,AB-10105,Consumer,South,Furniture,Furnishings,821.88,6,213.6888,,0.26
,AB-10105,Consumer,South,Office Supplies,Binders,21.96,2,10.7604,,0.49
,PN-18775,Home Office,South,Office Supplies,Paper,25.92,4,12.4416,,0.4799999999999999
,JC-15775,Consumer,South,Technology,Phones,705.544,7,70.5544,,0.1
,PF-19165,Consumer,East,Technology,Accessories,50.0,2,12.0,,0.24
2016-10-08,BW-11110,Corporate,Central,Furniture,Furnishings,51.712,8,-32.32,2016-10,-0.625
,BP-11185,Corporate,South,Office Supplies,Appliances,6.992,2,0.5244,,0.075
,TM-21010,Consumer,West,Furniture,Bookcases,1406.86,7,140.686,,0.1
,TM-21010,Consumer,West,Office Supplies,Labels,15.75,5,7.56,,0.48
,TM-21010,Consumer,West,Office Supplies,Storage,323.1,2,61.389,,0.19
,MB-17305,Consumer,South,Office Supplies,Labels,9.216,4,3.3408,,0.36250000000000004
,MB-17305,Consumer,South,Office Supplies,Paper,10.368,2,3.6288,,0.35
,HR-14830,Corporate,East,Technology,Accessories,15.02,1,2.7036,,0.18
,HR-14830,Corporate,East,Office Supplies,Storage,33.82,2,9.1314,,0.26999999999999996
,BD-11635,Consumer,South,Technology,Accessories,71.0,4,27.69,,0.39
2017-11-01,SF-20200,Consumer,West,Office Supplies,Binders,25.12,5,7.85,2017-11,0.3125
2017-11-01,SF-20200,Consumer,West,Furniture,Tables,2665.62,9,239.9058,2017-11,0.09
2017-09-07,SP-20620,Corporate,East,Office Supplies,Storage,478.08,8,133.8624,2017-09,0.28
,DR-12880,Corporate,East,Technology,Phones,164.388,2,-35.6174,,-0.21666666666666667
,DR-12880,Corporate,East,Office Supplies,Art,13.248,4,3.6432,,0.275
,VM-21685,Home Office,Central,Office Supplies,Art,2.912,2,0.91,,0.3125
2016-08-12,CM-12235,Consumer,Central,Technology,Accessories,1399.944,7,52.4979,2016-08,0.0375
2017-07-09,SM-20320,Home Office,Central,Furniture,Furnishings,526.45,5,31.587,2017-07,0.06
,RA-19885,Corporate,South,Office Supplies,Envelopes,16.23,3,7.9527,,0.49
,RA-19885,Corporate,South,Office Supplies,Binders,319.9,5,156.751,,0.49000000000000005
,RA-19885,Corporate,South,Office Supplies,Envelopes,11.36,2,5.3392,,0.47000000000000003
,RA-19885,Corporate,South,Office Supplies,Appliances,675.12,3,290.3016,,0.43
,SD-20485,Home Office,South,Furniture,Furnishings,62.82,3,30.7818,,0.49
,SD-20485,Home Office,South,Office Supplies,Storage,489.92,8,0.0,,0.0
,SD-20485,Home Office,South,Office Supplies,Paper,19.44,3,9.3312,,0.48000000000000004
,SD-20485,Home Office,South,Office Supplies,Paper,16.68,2,8.34,,0.5
,SD-20485,Home Office,South,Technology,Phones,155.35,13,0.0,,0.0
,SD-20485,Home Office,South,Furniture,Furnishings,12.42,3,4.4712,,0.36
,SD-20485,Home Office,South,Technology,Phones,187.98,2,52.6344,,0.28
2015-11-03,CS-12250,Corporate,Central,Office Supplies,Envelopes,6.608,2,2.1476,2015-11,0.32500000000000007
,RA-19285,Consumer,East,Office Supplies,Storage,248.57,7,67.1139,,0.27
,RA-19285,Consumer,East,Furniture,Furnishings,22.23,1,9.7812,,0.44
2016-05-05,BF-11005,Home Office,West,Office Supplies,Storage,5.98,1,1.0166,2016-05,0.16999999999999998
2016-05-05,BF-11005,Home Office,West,Technology,Phones,246.168,3,21.5397,2016-05,0.0875
2016-09-08,SE-20110,Consumer,Central,Furniture,Furnishings,14.136,2,-7.7748,2016-09,-0.55
2016-09-08,SE-20110,Consumer,Central,Furniture,Tables,601.47,3,-300.735,2016-09,-0.5
,RS-19765,Corporate,South,Technology,Phones,79.1,2,39.55,,0.5
,RS-19765,Corporate,South,Office Supplies,Binders,327.84,8,157.3632,,0.48000000000000004
,BM-11650,Corporate,Central,Office Supplies,Envelopes,180.96,2,81.432,,0.45
,BM-11650,Corporate,Central,Office Supplies,Binders,914.97,3,411.7365,,0.44999999999999996
,BM-11650,Corporate,Central,Technology,Phones,587.97,3,158.7519,,0.27
,BM-11650,Corporate,Central,Office Supplies,Storage,530.34,2,95.4612,,0.18
,BM-11650,Corporate,Central,Office Supplies,Paper,14.94,3,7.3206,,0.49
,SK-19990,Consumer,East,Office Supplies,Appliances,121.94,2,35.3626,,0.29000000000000004
,SK-19990,Consumer,East,Office Supplies,Supplies,122.71,7,36.813,,0.30000000000000004
2016-06-04,EN-13780,Consumer,East,Office Supplies,Paper,14.94,3,7.0218,2016-06,0.47000000000000003
2016-06-04,EN-13780,Consumer,East,Technology,Machines,1349.85,3,364.4595,2016-06,0.27
2016-06-04,EN-13780,Consumer,East,Furniture,Bookcases,136.784,1,5.1294,2016-06,0.037500000000000006
2016-06-04,EN-13780,Consumer,East,Furniture,Furnishings,61.12,4,20.7808,2016-06,0.34
,KN-16450,Corporate,South,Office Supplies,Binders,1.167,1,-0.8558,,-0.7333333333333333
2016-03-04,MG-17890,Home Office,West,Office Supplies,Art,16.99,1,4.9271,2016-03,0.29000000000000004
,MC-17590,Corporate,Central,Technology,Accessories,24.672,3,0.0,,0.0
,MC-17590,Corporate,Central,Office Supplies,Labels,2.52,1,0.882,,0.35
,MC-17590,Corporate,Central,Furniture,Tables,1218.735,5,-121.8735,,-0.10000000000000002
,MC-17590,Corporate,Central,Office Supplies,Labels,5.904,2,1.9926,,0.33749999999999997
,MC-17590,Corporate,Central,Office Supplies,Paper,15.696,3,5.1012,,0.325
,MC-17590,Corporate,Central,Furniture,Furnishings,6.096,3,-3.9624,,-0.65
,BO-11350,Corporate,West,Furniture,Chairs,41.568,2,2.598,,0.0625
,AG-10300,Corporate,West,Furniture,Chairs,230.28,3,23.028,,0.09999999999999999
,AG-10300,Corporate,West,Office Supplies,Binders,18.288,6,5.715,,0.3125
2017-04-01,MS-17365,Consumer,West,Office Supplies,Labels,5.78,2,2.7166,2017-04,0.47000000000000003
2017-04-01,MS-17365,Consumer,West,Office Supplies,Binders,121.68,13,38.025,2017-04,0.31249999999999994
,JM-15655,Corporate,West,Office Supplies,Art,4.17,3,1.0842,,0.26
,JM-15655,Corporate,West,Technology,Phones,67.04,4,6.704,,0.09999999999999999
,JM-15655,Corporate,West,Office Supplies,Storage,37.32,3,10.4496,,0.28
,JM-15655,Corporate,West,Office Supplies,Labels,18.45,5,8.6715,,0.47000000000000003
2014-12-03,MC-17635,Corporate,Central,Office Supplies,Paper,25.92,4,12.4416,2014-12,0.4799999999999999
,TA-21385,Home Office,East,Technology,Copiers,11199.968,4,3919.9888,,0.35
,TA-21385,Home Office,East,Technology,Phones,2399.6,8,647.892,,0.27
,TA-21385,Home Office,East,Office Supplies,Envelopes,63.9,5,28.755,,0.45
,TA-21385,Home Office,East,Technology,Phones,52.99,1,0.5299,,0.01
,SB-20290,Corporate,East,Technology,Accessories,60.864,4,9.1296,,0.15
,SB-20290,Corporate,East,Technology,Machines,652.995,7,-935.9595,,-1.4333333333333333
,SB-20290,Corporate,East,Office Supplies,Binders,11.22,10,-7.48,,-0.6666666666666666
2015-09-10,AB-10150,Consumer,Central,Office Supplies,Paper,14.94,3,7.0218,2015-09,0.47000000000000003
,JF-15295,Consumer,West,Furniture,Furnishings,39.96,2,17.1828,,0.43
,JF-15295,Consumer,West,Furniture,Chairs,42.624,2,4.2624,,0.1
,JF-15295,Consumer,West,Furniture,Chairs,220.96,1,24.858,,0.1125
2015-07-05,BF-10975,Corporate,South,Furniture,Furnishings,4.928,2,0.7392,2015-07,0.15
2015-07-05,BF-10975,Corporate,South,Office Supplies,Binders,7.23,5,-5.784,2015-07,-0.7999999999999999
,TT-21265,Corporate,West,Office Supplies,Storage,323.1,2,61.389,,0.19
2017-06-12,SB-20170,Consumer,East,Office Supplies,Paper,19.04,4,9.3296,2017-06,0.49
2017-06-12,SB-20170,Consumer,East,Office Supplies,Binders,13.128,3,4.2666,2017-06,0.325
2017-06-12,SB-20170,Consumer,East,Office Supplies,Art,64.14,3,16.6764,2017-06,0.26
2017-06-12,SB-20170,Consumer,East,Furniture,Chairs,858.24,4,143.04,2017-06,0.16666666666666666
,LM-17065,Consumer,South,Technology,Accessories,29.99,1,2.999,,0.1
,KA-16525,Consumer,Central,Office Supplies,Paper,186.048,6,67.4424,,0.36250000000000004
,BF-11170,Home Office,South,Technology,Phones,36.792,1,4.1391,,0.11249999999999999
,BF-11170,Home Office,South,Furniture,Furnishings,18.624,8,6.2856,,0.3375
2014-09-07,TB-21400,Consumer,Central,Furniture,Furnishings,57.69,3,23.6529,2014-09,0.41
2014-09-07,TB-21400,Consumer,Central,Office Supplies,Binders,42.81,3,20.1207,2014-09,0.47
2014-09-07,TB-21400,Consumer,Central,Office Supplies,Paper,12.96,2,6.2208,2014-09,0.4799999999999999
2014-09-07,TB-21400,Consumer,Central,Furniture,Furnishings,821.88,6,213.6888,2014-09,0.26
2014-09-07,TB-21400,Consumer,Central,Technology,Phones,104.85,3,28.3095,2014-09,0.27
,SH-19975,Corporate,West,Furniture,Bookcases,424.9575,5,19.998,,0.04705882352941177
,AS-10225,Corporate,West,Office Supplies,Binders,10.776,3,3.5022,,0.325
,AS-10225,Corporate,West,Office Supplies,Binders,11.784,3,4.2717,,0.3625
,AS-10225,Corporate,West,Office Supplies,Paper,164.88,3,80.7912,,0.49000000000000005
,AS-10225,Corporate,West,Furniture,Bookcases,1292.94,3,77.5764,,0.060000000000000005
,AS-10225,Corporate,West,Office Supplies,Binders,25.584,2,8.9544,,0.35
,AS-10225,Corporate,West,Office Supplies,Storage,261.74,2,65.435,,0.25
,AS-10225,Corporate,West,Office Supplies,Labels,14.4,5,7.056,,0.49
,PK-19075,Consumer,West,Office Supplies,Envelopes,10.86,3,5.1042,,0.47
,HR-14830,Corporate,West,Furniture,Chairs,883.84,4,99.432,,0.1125
,DG-13300,Corporate,East,Technology,Phones,1979.89,11,494.9725,,0.25
,DG-13300,Corporate,East,Office Supplies,Envelopes,79.96,2,35.982,,0.45
,CL-12700,Home Office,Central,Office Supplies,Binders,8.76,2,4.2048,,0.48
2016-05-01,HF-14995,Consumer,South,Office Supplies,Labels,3.984,1,1.2948,2016-05,0.325
2016-05-01,HF-14995,Consumer,South,Furniture,Tables,370.62,3,-142.071,2016-05,-0.3833333333333333
2016-05-01,HF-14995,Consumer,South,Office Supplies,Binders,2.742,2,-2.0108,2016-05,-0.7333333333333334
2016-10-01,HG-15025,Consumer,Central,Technology,Accessories,79.512,3,20.8719,2016-10,0.2625
2016-10-01,HG-15025,Consumer,Central,Office Supplies,Paper,28.352,1,9.5688,2016-10,0.33749999999999997
,NL-18310,Home Office,West,Furniture,Chairs,40.784,1,4.5882,,0.11249999999999999
,NL-18310,Home Office,West,Office Supplies,Appliances,105.96,4,29.6688,,0.28
2014-09-09,RR-19525,Corporate,East,Office Supplies,Paper,166.44,3,79.8912,2014-09,0.48
2014-09-09,RR-19525,Corporate,East,Furniture,Chairs,785.88,6,212.1876,2014-09,0.27
2014-09-09,RR-19525,Corporate,East,Office Supplies,Paper,26.2,2,12.838,2014-09,0.49
2014-09-09,RR-19525,Corporate,East,Office Supplies,Storage,1325.85,5,238.653,2014-09,0.18
2017-12-03,TC-21295,Consumer,West,Office Supplies,Paper,166.44,3,79.8912,2017-12,0.48
,DB-13615,Consumer,South,Office Supplies,Art,8.76,5,0.7665,,0.0875
,DB-13615,Consumer,South,Office Supplies,Appliances,43.584,1,4.3584,,0.09999999999999998
,SV-20785,Consumer,West,Office Supplies,Binders,11.088,7,-8.1312,,-0.7333333333333334
,SV-20785,Consumer,West,Office Supplies,Binders,25.164,2,-16.776,,-0.6666666666666666
,MH-18115,Home Office,Central,Office Supplies,Binders,14.4,5,7.056,,0.49
,MH-18115,Home Office,Central,Technology,Accessories,619.95,5,111.591,,0.17999999999999997
,MH-18115,Home Office,Central,Office Supplies,Binders,89.52,4,42.0744,,0.47
,MH-18115,Home Office,Central,Technology,Machines,350.973,3,152.0883,,0.43333333333333335
,MH-18115,Home Office,Central,Technology,Phones,164.99,1,49.497,,0.3
,CT-11995,Consumer,West,Office Supplies,Binders,312.552,9,101.5794,,0.325
2016-09-06,KB-16315,Consumer,South,Office Supplies,Envelopes,95.952,3,29.985,2016-09,0.3125
2016-09-06,KB-16315,Consumer,South,Office Supplies,Binders,3.204,2,-2.4564,2016-09,-0.7666666666666666
2016-08-04,RA-19285,Consumer,Central,Office Supplies,Binders,3.98,5,-6.567,2016-08,-1.6500000000000001
2015-11-12,YC-21895,Corporate,West,Office Supplies,Paper,15.7,5,7.065,2015-11,0.45000000000000007
,RA-19915,Consumer,Central,Office Supplies,Art,5.248,4,1.64,,0.31249999999999994
2017-12-04,CM-12160,Consumer,East,Office Supplies,Binders,5.346,3,-4.455,2017-12,-0.8333333333333334
,CS-12130,Consumer,West,Office Supplies,Paper,15.48,3,5.6115,,0.3625
,CS-12130,Consumer,West,Technology,Phones,108.576,3,8.1432,,0.07500000000000001
,AJ-10795,Corporate,West,Furniture,Furnishings,109.9,5,37.366,,0.33999999999999997
,DL-12865,Consumer,South,Furniture,Furnishings,15.384,1,4.0383,,0.26249999999999996
2016-02-07,BE-11410,Consumer,East,Office Supplies,Paper,30.352,2,10.6232,2016-02,0.35000000000000003
,SM-20320,Home Office,South,Technology,Machines,821.3,4,-16.426,,-0.02
,SM-20320,Home Office,South,Technology,Machines,22638.48,6,-1811.0784,,-0.08
,SM-20320,Home Office,South,Office Supplies,Paper,21.376,4,7.4816,,0.35
,SM-20320,Home Office,South,Office Supplies,Art,8.016,3,1.002,,0.125
,SM-20320,Home Office,South,Furniture,Furnishings,30.768,2,8.0766,,0.26249999999999996
,SM-20320,Home Office,South,Office Supplies,Fasteners,18.936,3,5.9175,,0.3125
,SM-20320,Home Office,South,Furniture,Furnishings,122.352,3,15.294,,0.125
,RP-19390,Consumer,East,Office Supplies,Paper,116.28,3,56.9772,,0.49000000000000005
2017-07-11,JD-16015,Consumer,East,Technology,Accessories,132.6,6,17.238,2017-07,0.13
,AB-10255,Home Office,West,Office Supplies,Supplies,16.68,2,4.3368,,0.26
,AB-10255,Home Office,West,Office Supplies,Paper,19.44,3,9.3312,,0.48000000000000004
,AB-10255,Home Office,West,Office Supplies,Paper,192.16,4,92.2368,,0.48000000000000004
,CC-12145,Consumer,West,Furniture,Furnishings,227.36,7,81.8496,,0.35999999999999993
,CC-12145,Consumer,West,Technology,Machines,1919.976,3,215.9973,,0.11249999999999999
2015-12-11,GH-14425,Consumer,South,Office Supplies,Binders,12.828,2,-8.9796,2015-12,-0.7
2017-10-09,CP-12085,Corporate,East,Furniture,Furnishings,45.888,4,9.1776,2017-10,0.2
,GM-14440,Consumer,East,Office Supplies,Art,60.12,9,22.2444,,0.37
,LC-16885,Consumer,South,Technology,Phones,302.376,3,37.797,,0.125
2015-12-01,BT-11305,Home Office,West,Office Supplies,Art,13.9,5,5.56,2015-12,0.39999999999999997
2014-12-04,CP-12085,Corporate,East,Technology,Phones,129.98,2,62.3904,2014-12,0.48000000000000004
,SC-20680,Home Office,South,Technology,Accessories,71.98,2,15.1158,,0.21
2014-09-07,DK-13375,Consumer,East,Technology,Phones,377.97,3,109.6113,2014-09,0.29
,SE-20110,Consumer,West,Office Supplies,Storage,124.36,2,33.5772,,0.26999999999999996
2014-12-06,LF-17185,Consumer,Central,Furniture,Furnishings,23.976,3,-14.3856,2014-12,-0.6
2014-11-04,ON-18715,Corporate,South,Office Supplies,Fasteners,8.376,3,2.7222,2014-11,0.325
2014-11-04,ON-18715,Corporate,South,Office Supplies,Appliances,58.24,5,5.096,2014-11,0.0875
,TB-21400,Consumer,South,Office Supplies,Storage,81.2,5,12.18,,0.15
2014-10-04,DF-13135,Consumer,West,Office Supplies,Labels,14.45,5,6.7915,2014-10,0.47000000000000003
2014-10-04,DF-13135,Consumer,West,Office Supplies,Binders,95.648,2,31.0856,2014-10,0.325
2017-11-07,EP-13915,Consumer,East,Technology,Phones,359.97,5,-71.994,2017-11,-0.19999999999999998
2017-11-07,EP-13915,Consumer,East,Furniture,Tables,350.352,4,-140.1408,2017-11,-0.4000000000000001
,SK-19990,Consumer,East,Office Supplies,Binders,1.641,1,-1.3128,,-0.7999999999999999
,SK-19990,Consumer,East,Technology,Phones,629.958,7,94.4937,,0.15000000000000002
,FH-14350,Consumer,West,Office Supplies,Art,6.63,3,1.7901,,0.27
,FH-14350,Consumer,West,Technology,Accessories,799.96,4,343.9828,,0.43
,FH-14350,Consumer,West,Furniture,Furnishings,107.53,1,21.506,,0.2
2014-07-02,EH-13945,Consumer,East,Technology,Phones,73.98,2,19.9746,2014-07,0.26999999999999996
2014-07-02,EH-13945,Consumer,East,Office Supplies,Art,5.58,1,2.1762,2014-07,0.39
,JE-15715,Consumer,West,Office Supplies,Paper,49.12,4,23.0864,,0.47000000000000003
,KL-16645,Consumer,East,Technology,Phones,377.97,3,94.4925,,0.25
,KL-16645,Consumer,East,Office Supplies,Paper,42.28,7,19.8716,,0.47000000000000003
,KL-16645,Consumer,East,Furniture,Bookcases,299.97,3,56.9943,,0.19
,KL-16645,Consumer,East,Technology,Phones,89.98,2,43.1904,,0.4799999999999999
,EB-13750,Corporate,South,Office Supplies,Supplies,477.24,4,9.5448,,0.02
,EB-13750,Corporate,South,Technology,Accessories,25.98,2,1.5588,,0.06
,BD-11725,Consumer,East,Office Supplies,Envelopes,46.72,5,17.52,,0.375
2014-11-04,MS-17530,Consumer,West,Furniture,Furnishings,35.34,2,13.4292,2014-11,0.37999999999999995
,SC-20770,Corporate,West,Furniture,Furnishings,257.64,6,100.4796,,0.39
,SC-20770,Corporate,West,Technology,Phones,125.976,3,47.241,,0.375
2017-08-07,FM-14380,Consumer,South,Technology,Accessories,79.992,1,21.9978,2017-08,0.275
2014-05-12,KT-16480,Consumer,East,Furniture,Tables,700.056,3,-130.0104,2014-05,-0.18571428571428572
,AP-10720,Home Office,Central,Technology,Accessories,27.168,4,-1.3584,,-0.05
2015-12-04,RH-19555,Consumer,South,Office Supplies,Binders,8.226,3,-6.0324,2015-12,-0.7333333333333333
2014-06-08,CS-11950,Consumer,West,Furniture,Chairs,585.552,3,73.194,2014-06,0.125
2014-08-08,TM-21010,Consumer,West,Office Supplies,Storage,423.28,11,110.0528,2014-08,0.26
,HF-14995,Consumer,West,Furniture,Chairs,225.296,2,22.5296,,0.09999999999999999
,GA-14515,Consumer,West,Office Supplies,Art,5.56,2,2.224,,0.4000000000000001
,GA-14515,Consumer,West,Technology,Accessories,323.37,3,129.348,,0.4
,GA-14515,Consumer,West,Technology,Phones,783.96,5,68.5965,,0.08750000000000001
,GA-14515,Consumer,West,Office Supplies,Appliances,1447.65,5,419.8185,,0.29
,GA-14515,Consumer,West,Office Supplies,Paper,11.96,2,5.8604,,0.49
2016-06-11,ES-14020,Consumer,East,Technology,Accessories,239.97,3,71.991,2016-06,0.3
2016-03-11,JP-16135,Home Office,South,Furniture,Furnishings,76.92,4,31.5372,2016-03,0.41
2016-03-11,JP-16135,Home Office,South,Office Supplies,Storage,481.32,4,125.1432,2016-03,0.26
,Dp-13240,Home Office,West,Office Supplies,Paper,48.4,5,23.232,,0.48
2017-10-12,NK-18490,Home Office,West,Technology,Accessories,0.99,1,0.4356,2017-10,0.44
2017-10-12,NK-18490,Home Office,West,Office Supplies,Binders,101.84,5,36.917,2017-10,0.3625
,PL-18925,Home Office,East,Office Supplies,Binders,10.332,3,-7.5768,,-0.7333333333333333
,PL-18925,Home Office,East,Office Supplies,Binders,31.155,5,-23.8855,,-0.7666666666666666
,PL-18925,Home Office,East,Office Supplies,Storage,8.928,2,0.6696,,0.07499999999999998
,RW-19690,Consumer,East,Office Supplies,Appliances,34.384,1,3.8682,,0.11249999999999999
,RW-19690,Consumer,East,Office Supplies,Appliances,1924.16,8,312.676,,0.16249999999999998
2015-04-02,MO-17950,Consumer,Central,Office Supplies,Appliances,32.192,2,-80.48,2015-04,-2.5
2015-04-02,MO-17950,Consumer,Central,Technology,Accessories,50.12,7,-0.6265,2015-04,-0.012499999999999999
2015-04-02,MO-17950,Consumer,Central,Technology,Accessories,47.976,3,1.7991,2015-04,0.0375
2016-09-03,JJ-15445,Consumer,Central,Office Supplies,Storage,54.5,5,14.17,2016-09,0.26
2017-12-10,BT-11680,Consumer,South,Furniture,Furnishings,19.104,3,5.7312,2017-12,0.30000000000000004
,RD-19585,Consumer,Central,Office Supplies,Binders,49.44,3,24.2256,,0.49000000000000005
2017-11-11,ML-17755,Home Office,East,Office Supplies,Paper,10.368,2,3.6288,2017-11,0.35
,JE-15745,Consumer,West,Office Supplies,Storage,154.44,3,1.5444,,0.01
,ER-13855,Corporate,West,Office Supplies,Appliances,60.984,7,4.5738,,0.075
,JM-15535,Consumer,West,Furniture,Bookcases,195.466,2,-13.7976,,-0.07058823529411765
,SS-20140,Corporate,South,Furniture,Furnishings,23.68,8,6.216,,0.2625
,SS-20140,Corporate,South,Technology,Accessories,2.376,3,0.7425,,0.31250000000000006
2017-05-06,TC-21295,Consumer,East,Office Supplies,Labels,59.2,4,29.6,2017-05,0.5
,HG-15025,Consumer,Central,Office Supplies,Art,22.0,10,9.68,,0.44
2016-11-11,LD-17005,Consumer,Central,Technology,Phones,257.98,2,74.8142,2016-11,0.29
2016-11-05,AS-10285,Corporate,East,Technology,Phones,23.988,2,-15.992,2016-11,-0.6666666666666667
2016-10-09,MP-17965,Corporate,East,Technology,Phones,23.976,4,-15.5844,2016-10,-0.65
,CD-12790,Home Office,West,Furniture,Chairs,601.536,4,0.0,,0.0
,CD-12790,Home Office,West,Office Supplies,Fasteners,7.9,2,2.528,,0.32
2014-12-02,MD-17860,Corporate,Central,Furniture,Furnishings,58.36,5,-24.803,2014-12,-0.42500000000000004
2014-12-02,MD-17860,Corporate,Central,Office Supplies,Art,16.464,7,1.4406,2014-12,0.08750000000000001
2014-12-02,MD-17860,Corporate,Central,Furniture,Furnishings,39.96,5,-23.976,2014-12,-0.6
,BM-11650,Corporate,Central,Office Supplies,Appliances,25.96,2,7.5284,,0.29
,BM-11650,Corporate,Central,Office Supplies,Appliances,36.27,3,10.881,,0.3
,BM-11650,Corporate,Central,Office Supplies,Paper,6.48,1,3.1104,,0.4799999999999999
